nom_original,noms_unifie
Gozée,Gozée
Gozée,Thuin (Gozée)
Gozée,Gozee
Gozée,Thuin (Gozee)
Grâce-Berleur,Grâce-Berleur
Grâce-Berleur,Grâce-Hollogne (Grâce-Berleur)
Grâce-Berleur,Grace-Berleur
Grâce-Berleur,Grace-Hollogne (Grace-Berleur)
GRÂCE-HOLLOGNE,گرس-اولونی
GRÂCE-HOLLOGNE,GRÂCE-HOLLOGNE
GRÂCE-HOLLOGNE,Грас-Олонь
GRÂCE-HOLLOGNE,格拉斯-奥洛涅
GRÂCE-HOLLOGNE,ge la si-ao luo nie
GRÂCE-HOLLOGNE,Grâce-Hollogne
GRÂCE-HOLLOGNE,Gråce-Hologne
GRÂCE-HOLLOGNE,Грас-Олон
GRÂCE-HOLLOGNE,Gras-Olon
GRÂCE-HOLLOGNE,Gras-Olon'
GRÂCE-HOLLOGNE,Grace-Hologne
GRÂCE-HOLLOGNE,grs-awlwny
GRÂCE-HOLLOGNE,Grace-Hollogne
Graide,Graide
Grammene,Grammene
Grand-Axhe,Grand-Axhe
Grand-Axhe,Waremme (Grand-Axhe)
Grandglise,Grandglise
Grand-Hallet,Grand-Hallet
Grand-Halleux,Grand-Halleux
Grandhan,Grandhan
Grand-Leez,Gembloux (Grand-Leez)
Grand-Leez,Grand-Leez
Grand-Manil,Grand-Manil
Grand-Manil,Gembloux (Grand-Manil)
Grandménil,Grandmenil
Grandménil,Grandménil
Grandmetz,Grandmetz
Grand-Rechain,Grand-Rechain
Grand-Rechain,Herve (Grand-Rechain)
Grand-Reng,Grand-Reng
Grand-Reng,Erquelinnes (Grand-Reng)
Grandrieu,Sivry-Rance (Grandrieu)
Grandrieu,Grandrieu
Grand-Rosière-Hottomont,Ramillies (Grand-Rosière-Hottomont)
Grand-Rosière-Hottomont,Ramillies (Grand-Rosiere-Hottomont)
Grand-Rosière-Hottomont,Grand-Rosière-Hottomont
Grand-Rosière-Hottomont,Grand-Rosiere-Hottomont
Grandville,Oreye (Grandville)
Grandville,Grandville
Grandvoir,Grandvoir
Grapfontaine,Grapfontaine
Graty,Graty
Graux,Graux
Grazen,Grassen
Grazen,Grazen
Grazen,Graesen
Grembergen,Grembergen
GREZ-DOICEAU,Helecine
GREZ-DOICEAU,格雷－杜瓦索
GREZ-DOICEAU,Грез Доасо
GREZ-DOICEAU,Grez Doaso
GREZ-DOICEAU,Grez-Doiceau
GREZ-DOICEAU,Gre-Duaso
GREZ-DOICEAU,گره-دوآسو
GREZ-DOICEAU,Гре-Дуасо
GREZ-DOICEAU,Graven
GREZ-DOICEAU,Hélécine
GREZ-DOICEAU,ge lei-du wa suo
GREZ-DOICEAU,GREZ-DOICEAU
GREZ-DOICEAU,Gre
GREZ-DOICEAU,grh-dwasw
GREZ-DOICEAU,Gré
GRIMBERGEN,GRIMBERGEN
GRIMBERGEN,گریمبرژان
GRIMBERGEN,赫林贝亨
GRIMBERGEN,Grimbergen
GRIMBERGEN,Xrimberxen
GRIMBERGEN,he lin bei heng
GRIMBERGEN,Grimberghen
GRIMBERGEN,Խրիմբերխեն
GRIMBERGEN,grymbrzhan
GRIMBERGEN,Гримберген
Grimminge,Grimminge
Grivegnée,Grivegnée
Grivegnée,Grivegnee
Grivegnée,Liege (Grivegnee)
Grivegnée,Liège (Grivegnée)
GROBBENDONK,GROBBENDONK
GROBBENDONK,Grobbendonck
GROBBENDONK,Grobbendonk
Groot-Bijgaarden,Grand-Bigard
Groot-Bijgaarden,Dilbeek (Groot-Bijgaarden)
Groot-Bijgaarden,Groot-Bijgaarden
Groot-Gelmen,Grande-Jamine
Groot-Gelmen,Groot-Gelmen
Groot-Loon,Groot-Loon
Groot-Loon,Grand-Looz
Groot-Loon,Borgloon (Groot-Loon)
Grosage,Grosage
Gros-Fays,Gros Fays
Gros-Fays,Gros-Fays
Grote-Brogel,Grand-Brogel
Grote-Brogel,Groote-Brogel
Grote-Brogel,Grote-Brogel
Grotenberge,Grotenberge
Grotenberge,Grootenberge
Grote-Spouwen,Bilzen (Grote-Spouwen)
Grote-Spouwen,Grote-Spouwen
Grote-Spouwen,Groote-Spouwen
Grote-Spouwen,Grand-Spauwen
Gruitrode,Gruitrode
Grune,Grune
Grupont,Grupont
Guignies,Guignies
Guigoven,Guigoven
Guigoven,Guygoven
Guirsch,Guirsch
Gullegem,Gulleghem
Gullegem,Gullegem
Gutschoven,Heers (Gutschoven)
Gutschoven,Gutschoven
Gutschoven,Gossoncourt
HAACHT,Haecht
HAACHT,Khakht
HAACHT,ha he te
HAACHT,Haacht
HAACHT,HAACHT
HAACHT,哈赫特
HAACHT,Хахт
HAACHT,akt
HAACHT,اکت
HAALTERT,التر
HAALTERT,Haeltert
HAALTERT,altr
HAALTERT,哈尔泰特
HAALTERT,Khaltert
HAALTERT,ha er tai te
HAALTERT,Haaltert
HAALTERT,HAALTERT
HAALTERT,Халтерт
Haasdonk,Haasdonk
Haasdonk,Haesdonck
Haasrode,Haasrode
Haasrode,Haesrode
Haasrode,Oud-Heverlee (Haasrode)
HABAY,HABAY
HABAY,Habay
Habay-la-Neuve,Habay-la-Neuve
Habay-la-Neuve,Habay (Habay-la-Neuve)
Habay-la-Vieille,Habay
Habay-la-Vieille,Habay-la-Vieille
Habergy,Habergy
Haccourt,Haccourt
Haccourt,Oupeye (Haccourt)
Hachy,Hachy
Hacquegnies,Hacquegnies
Haillot,Haillot
Haillot,Ohey (Haillot)
Haine-Saint-Paul,Haine-Saint-Paul
Haine-Saint-Pierre,Haine-Saint-Pierre
Hainin,Hainin
Hakendover,Hakendover
Hakendover,Haekendover
Halanzy,Halanzy
HALEN,Halen
HALEN,HALEN
HALEN,Haelen
Hallaar,Haalaeraard
Hallaar,Hallaar
Hallaar,Hallaer
Halle (Antwerpen),Halle
Halle (Antwerpen),Hal
Halle (Antwerpen),Halle (Antwerpen)
HALLE (Brabant),Halle-Vilvoorde
HALLE (Brabant),Hal
HALLE (Brabant),HALLE (Brabant)
Halle-Booienhoven,Halle-Boyenhoven
Halle-Booienhoven,Halle-Booienhoven
Halle-Booienhoven,Zoutleeuw (Halle-Booienhoven)
Halleux,Halleux
Halma,Halma
Halmaal,Halmaal
Halmaal,Halmael
Haltinne,Haltinne
Haltinne,Gesves (Haltinne)
HAM,Хам
HAM,Han
HAM,哈姆
HAM,Ham
HAM,ham
HAM,HAM
HAM,함
HAM,ha mu
HAM,ฮัม
HAM,Kham
HAM,عم
Hamipré,Hamipre
Hamipré,Hamipré
HAMME (Oost-Vlaanderen),Hamė
HAMME (Oost-Vlaanderen),Khamme
HAMME (Oost-Vlaanderen),Hamme
HAMME (Oost-Vlaanderen),am
HAMME (Oost-Vlaanderen),Merchtem (Hamme)
HAMME (Oost-Vlaanderen),Khame
HAMME (Oost-Vlaanderen),ha mo
HAMME (Oost-Vlaanderen),Hame
HAMME (Oost-Vlaanderen),Ama
HAMME (Oost-Vlaanderen),Хамме
HAMME (Oost-Vlaanderen),Хаме
HAMME (Oost-Vlaanderen),哈默
HAMME (Oost-Vlaanderen),ام
HAMME (Oost-Vlaanderen),HAMME (Oost-Vlaanderen)
Hamme (Vlaams-Brabant),Hamė
Hamme (Vlaams-Brabant),Khamme
Hamme (Vlaams-Brabant),Hamme
Hamme (Vlaams-Brabant),am
Hamme (Vlaams-Brabant),Merchtem (Hamme)
Hamme (Vlaams-Brabant),Khame
Hamme (Vlaams-Brabant),ha mo
Hamme (Vlaams-Brabant),Hame
Hamme (Vlaams-Brabant),Ama
Hamme (Vlaams-Brabant),Хамме
Hamme (Vlaams-Brabant),Хаме
Hamme (Vlaams-Brabant),Hamme (Vlaams-Brabant)
Hamme (Vlaams-Brabant),哈默
Hamme (Vlaams-Brabant),ام
Hamme-Mille,Beauvechain (Hamme-Mille)
Hamme-Mille,Hamme-Mille
HAMOIR,阿穆瓦尔
HAMOIR,HAMOIR
HAMOIR,Amoar
HAMOIR,Hamoir
HAMOIR,a mu wa er
HAMOIR,amwar
HAMOIR,Hamwer
HAMOIR,Амуар
HAMOIR,Amuar
HAMOIR,اموآر
HAMOIR,Амоар
HAMOIS,Амуа
HAMOIS,HAMOIS
HAMOIS,Amoa
HAMOIS,Hamwè
HAMOIS,Hamois
HAMOIS,Hamwe
HAMOIS,Amua
HAMOIS,Амоа
HAMOIS,amwa
HAMOIS,اموآ
HAMOIS,阿穆瓦
HAMOIS,a mu wa
Hamont,Hamont
Hamont,Hamont-Achel (Hamont)
HAMONT-ACHEL,ฮาโมนต์-อาเคิล
HAMONT-ACHEL,HAMONT-ACHEL
HAMONT-ACHEL,Haemet-Achel
HAMONT-ACHEL,هامونت- آخل
HAMONT-ACHEL,Хамонт-Ахел
HAMONT-ACHEL,Haëmet-Achel
HAMONT-ACHEL,ha mont-xa kheil
HAMONT-ACHEL,ha meng-ha she er
HAMONT-ACHEL,Khamont-Akhel
HAMONT-ACHEL,amwn-ashl
HAMONT-ACHEL,Hamont-Achel
HAMONT-ACHEL,哈蒙－哈舍尔
HAMONT-ACHEL,امون-اشل
HAMONT-ACHEL,hamwnt- akhl
Hampteau,Hampteau
Ham-sur-Heure,Ham-sur-Heure
Ham-sur-Heure,Ham-sur-Heure-Nalinnes (Ham-sur-Heure)
HAM-SUR-HEURE-NALINNES,am-swr-ar-nlyn
HAM-SUR-HEURE-NALINNES,Am sjur Jor Nalin
HAM-SUR-HEURE-NALINNES,Ам-сюр-Эр-Налин
HAM-SUR-HEURE-NALINNES,Han-Nalene
HAM-SUR-HEURE-NALINNES,Han-Nålene
HAM-SUR-HEURE-NALINNES,ام-سور-ار-نلین
HAM-SUR-HEURE-NALINNES,HAM-SUR-HEURE-NALINNES
HAM-SUR-HEURE-NALINNES,Ам сюр Йор Налин
HAM-SUR-HEURE-NALINNES,Ham-sur-Heure-Nalinnes
HAM-SUR-HEURE-NALINNES,Am-sjur-Ehr-Nalin
Ham-sur-Sambre,Ham-sur-Sambre
Ham-sur-Sambre,Jemeppe-sur-Sambre (Ham-sur-Sambre)
Handzame,Handzame
Handzame,Handzaeme
Haneffe,Haneffe
Hannêche,Burdinne (Hannêche)
Hannêche,Burdinne (Hanneche)
Hannêche,Hannêche
Hannêche,Hanneche
HANNUT,Haneu
HANNUT,寒尼
HANNUT,انوت
HANNUT,Anju
HANNUT,anwt
HANNUT,han ni
HANNUT,Анню
HANNUT,Annju
HANNUT,HANNUT
HANNUT,Аню
HANNUT,Hannuit
HANNUT,Hannut
Hanret,Éghezée (Hanret)
Hanret,Eghezee (Hanret)
Hanret,Hanret
Hansbeke,Hansbeke
Han-sur-Lesse,Han-sur-Lesse
Han-sur-Lesse,Rochefort (Han-sur-Lesse)
Hantes-Wihéries,Erquelinnes (Hantes-Wihéries)
Hantes-Wihéries,Hantes-Wihéries
Hantes-Wihéries,Hantes-Wiheries
Hantes-Wihéries,Erquelinnes (Hantes-Wiheries)
Hanzinelle,Hanzinelle
Hanzinne,Hanzinne
Harchies,Harchies
HARELBEKE,ارل‌بک
HARELBEKE,Oarlbeke
HARELBEKE,Harelbeke vald
HARELBEKE,Харелбеке
HARELBEKE,HARELBEKE
HARELBEKE,Harelbeke
HARELBEKE,Hailebeke
HARELBEKE,ha lei er bei ke
HARELBEKE,Harlebeke
HARELBEKE,Kharelbeke
HARELBEKE,哈勒尔贝克
HARELBEKE,Oarelbeke
HARELBEKE,Harelbekė
Haren,Haaren
Haren,Bruxelles (Haren)
Haren,Haren
Haren,Brussel (Haren)
Haren,Haeren
Haren,Haaren
Haren,Bruxelles (Haren)
Haren,Haren
Haren,Brussel (Haren)
Haren,Haeren
Haren (Bruxelles),Haaren
Haren (Bruxelles),Bruxelles (Haren)
Haren (Bruxelles),Haren
Haren (Bruxelles),Haren (Bruxelles)
Haren (Bruxelles),Brussel (Haren)
Haren (Bruxelles),Haeren
Haren,Piringen
Haren,Haren
Haren,Pirange
Hargimont,Hargimont
Harmignies,Harmignies
Harnoncourt,Harnoncourt
Harre,Harre
Harsin,Harsin
Harveng,Ruisseau Blangeroy
Harveng,Harveng
Harzé,Harze
Harzé,Aywaille (Harze)
Harzé,Harzé
Harzé,Aywaille (Harzé)
HASSELT,'t Hasselt
HASSELT,HASSELT
HASSELT,Hasselt
HASTIÈRE,哈斯蒂埃
HASTIÈRE,Astier
HASTIÈRE,Астиер
HASTIÈRE,HASTIÈRE
HASTIÈRE,Астьер
HASTIÈRE,Ast'er
HASTIÈRE,astyr
HASTIÈRE,Hastière
HASTIÈRE,Hastiere
HASTIÈRE,ha si di ai
HASTIÈRE,Astire
HASTIÈRE,استیر
Hastière-Lavaux,Hastiere (Hastiere-Lavaux)
Hastière-Lavaux,Hastière-Lavaux
Hastière-Lavaux,Hastiere-Lavaux
Hastière-Lavaux,Hastière (Hastière-Lavaux)
Hastière-par-delà,Hastière (Hastière-par-delà)
Hastière-par-delà,Hastiere (Hastiere-par-dela)
Hastière-par-delà,Hastière-par-delà
Hastière-par-delà,Hastiere-par-dela
Hatrival,Hatrival
Haulchin,Haulchin
Hauset,Hauset
Hauset,Raeren (Hauset)
Haut-Fays,Haut-Fays
Haut-Ittre,Haut-Ittre
Haut-Ittre,Ittre (Haut-Ittre)
Haut-le-Wastia,Haut-le-Wastia
Hautrage,Hautrage
Havay,Havay
HAVELANGE,HAVELANGE
HAVELANGE,Avlanzh
HAVELANGE,Avelanzh
HAVELANGE,اولانژ
HAVELANGE,Havelange
HAVELANGE,哈弗朗日
HAVELANGE,Havlondje
HAVELANGE,ha fu lang ri
HAVELANGE,Авеланж
HAVELANGE,Авланж
HAVELANGE,awlanzh
Havinnes,Havinnes
Havré,Havré
Havré,Havre
Hechtel,Hechtel-Eksel (Hechtel)
Hechtel,Hechtel
HECHTEL-EKSEL,แฮ็คเติล-แอ็กเซิล
HECHTEL-EKSEL,ai he te er-ai ke sai er
HECHTEL-EKSEL,اکتل-اکسل
HECHTEL-EKSEL,HECHTEL-EKSEL
HECHTEL-EKSEL,Khekhtel-Eksel
HECHTEL-EKSEL,埃赫特尔－埃克塞尔
HECHTEL-EKSEL,Hechtel-Eksel
HECHTEL-EKSEL,Хехтел-Ексел
HECHTEL-EKSEL,aktl-aksl
Heer,Heer
Heer,Hastiere (Heer)
Heer,Hastière (Heer)
HEERS,اه
HEERS,Херс
HEERS,heiy rs
HEERS,海尔斯
HEERS,hai er si
HEERS,ah
HEERS,Khers
HEERS,Hiër
HEERS,Hier
HEERS,เฮียร์ส
HEERS,HEERS
HEERS,Heers
Hees,Hees
Hees,De Hees
Heestert,Heestert
Heffen,Heffen
Heffen,Mechelen (Heffen)
Heikruis,Heikruis
Heikruis,Haute-Croix
Heikruis,Hautecroix
Heindonk,Heindonk
Heindonk,Heyndonck
Heinsch,Heinsch
Heist-aan-Zee,Heist
Heist-aan-Zee,Heist-aan-Zee
Heist-aan-Zee,Heyst
Heist-aan-Zee,Heist-sur-Mer
HEIST-OP-DEN-BERG,hai si te ao pu deng bei er he
HEIST-OP-DEN-BERG,Хајст оп ден Берг
HEIST-OP-DEN-BERG,海斯特奥普登贝尔赫
HEIST-OP-DEN-BERG,Хейст оп ден Берг
HEIST-OP-DEN-BERG,aystwp-dan-brg
HEIST-OP-DEN-BERG,Heyst-op-den-Berg
HEIST-OP-DEN-BERG,ایستوپ-دان-برگ
HEIST-OP-DEN-BERG,Khejst op den Berg
HEIST-OP-DEN-BERG,Heist-op-den-Berg
HEIST-OP-DEN-BERG,HEIST-OP-DEN-BERG
HEIST-OP-DEN-BERG,Khajst op den Berg
Hekelgem,Hekelgem
Hekelgem,Affligem (Hekelgem)
Heks,Hex
Heks,Heks
Helchteren,Houthalen-Helchteren (Helchteren)
Helchteren,Helchteren
Heldergem,Heldergem
HÉLÉCINE,Helecine
HÉLÉCINE,格雷－杜瓦索
HÉLÉCINE,HÉLÉCINE
HÉLÉCINE,Грез Доасо
HÉLÉCINE,Grez Doaso
HÉLÉCINE,Grez-Doiceau
HÉLÉCINE,Gre-Duaso
HÉLÉCINE,گره-دوآسو
HÉLÉCINE,Гре-Дуасо
HÉLÉCINE,Graven
HÉLÉCINE,Hélécine
HÉLÉCINE,ge lei-du wa suo
HÉLÉCINE,Gre
HÉLÉCINE,grh-dwasw
HÉLÉCINE,Gré
Helen-Bos,Heelen-Bosch
Helen-Bos,Helen-Bos
Helkijn,Helchin
Helkijn,Helkijn
Hellebecq,Hellebecq
Hemelveerdegem,Hemelveerdegem
Hemelveerdegem,Hemelverdegem
HEMIKSEM,Hemixem
HEMIKSEM,Hemixeu
HEMIKSEM,Hemiksem
HEMIKSEM,HEMIKSEM
Hemptinne,Fernelmont (Hemptinne)
Hemptinne,Hemptinne
Hemptinne,Fernelmont (Hemptinne)
Hemptinne,Hemptinne
Hendrieken,Hendrieken
Henis,Tongeren (Henis)
Henis,Henis
Hennuyères,Hennuyères
Hennuyères,Hennuyeres
Henri-Chapelle,Hendrik-Capelle
Henri-Chapelle,Welkenraedt (Henri-Chapelle)
Henri-Chapelle,Henri-Chapelle
Henri-Chapelle,Hendrik-Kapelle
Henripont,Henripont
HENSIES,Hensies
HENSIES,Ansi
HENSIES,HENSIES
HENSIES,Анси
HENSIES,ansy
HENSIES,آنسی
Heppen,Leopoldsburg (Heppen)
Heppen,Heppen
Heppenbach,Heppenbach
Heppenbach,Ambleve (Heppenbach)
Heppenbach,Amblève (Heppenbach)
Heppignies,Heppignies
Heppignies,Fleurus (Heppignies)
HERBEUMONT,Ербьомон
HERBEUMONT,HERBEUMONT
HERBEUMONT,اربومون
HERBEUMONT,Arbûmont
HERBEUMONT,Ehrbjomon
HERBEUMONT,Erb'omon
HERBEUMONT,埃尔伯蒙
HERBEUMONT,Herbeumont
HERBEUMONT,ai er bo meng
HERBEUMONT,Arbumont
HERBEUMONT,Эрбёмон
HERBEUMONT,arbwmwn
Herchies,Herchies
Herderen,Riemst (Herderen)
Herderen,Herderen
Herdersem,Herdersem
HERENT,aran
HERENT,Herent
HERENT,Херент
HERENT,hai lun te
HERENT,HERENT
HERENT,اران
HERENT,Kherent
HERENT,海伦特
HERENTALS,HERENTALS
HERENTALS,赫伦塔尔斯
HERENTALS,Херенталс
HERENTALS,ارانتل
HERENTALS,Herentals
HERENTALS,Kherentals
HERENTALS,arantl
HERENTALS,Herenthals
HERENTALS,he lun ta er si
HERENTHOUT,Herenthout
HERENTHOUT,HERENTHOUT
Herfelingen,Herffelinghen
Herfelingen,Herfelingen
Hergenrath,Hergenrath
Hérinnes,Hérinnes-Lez-Pecq
Hérinnes,Hérinnes
Hérinnes,Herinnes-Lez-Pecq
Hérinnes,Herinnes
HERK-DE-STAD,HERK-DE-STAD
HERK-DE-STAD,Herck-la-Ville
HERK-DE-STAD,he er ke de si ta de
HERK-DE-STAD,Herk
HERK-DE-STAD,Kherk de Stad
HERK-DE-STAD,اردستد
HERK-DE-STAD,Herk-de-Stad
HERK-DE-STAD,ardstd
HERK-DE-STAD,Херк де Стад
HERK-DE-STAD,赫尔克德斯塔德
HERK-DE-STAD,แฮร์ก-เดอ-สตัด
Hermalle-sous-Argenteau,Hermalle
Hermalle-sous-Argenteau,Hermalle-sous-Argenteau
Hermalle-sous-Huy,Hermalle-sous-Huy
Hermalle-sous-Huy,Engis (Hermalle-sous-Huy)
Hermée,Hermee
Hermée,Hermée
Hermelgem,Hermelgem
Hermeton-sur-Meuse,Hastière (Hermeton-sur-Meuse)
Hermeton-sur-Meuse,Hastiere (Hermeton-sur-Meuse)
Hermeton-sur-Meuse,Hermeton-sur-Meuse
HERNE,Hérinnes-Lez-Pecq
HERNE,Hérinnes
HERNE,HERNE
HERNE,Herinnes-Lez-Pecq
HERNE,Herinnes
HÉRON,Ерон
HÉRON,Heron
HÉRON,Héron
HÉRON,HÉRON
HÉRON,arwn
HÉRON,ai long
HÉRON,ارون
HÉRON,Eron
HÉRON,埃龙
Herquegies,Herquegies
Herseaux,Herseaux
HERSELT,Cherselt
HERSELT,Kherselt
HERSELT,Херселт
HERSELT,Hersselt
HERSELT,ارسلت
HERSELT,arslt
HERSELT,HERSELT
HERSELT,Herselt
HERSELT,Χέρσελτ
HERSELT,hai se er te
HERSELT,海瑟尔特
HERSTAL,Ehrstal'
HERSTAL,Kherstal
HERSTAL,Héristal
HERSTAL,Herstalis
HERSTAL,Эрсталь
HERSTAL,Erstal
HERSTAL,エルスタル
HERSTAL,Hesta
HERSTAL,Heristalium
HERSTAL,HERSTAL
HERSTAL,Ерстал
HERSTAL,Heristal
HERSTAL,에르스탈
HERSTAL,Херстал
HERSTAL,Herstal
HERSTAL,ارستال
HERSTAL,eleuseutal
HERSTAL,erusutaru
HERSTAL,he er si ta er
HERSTAL,arstal
HERSTAL,赫尔斯塔尔
HERSTAPPE,Herstappe
HERSTAPPE,HERSTAPPE
Hertain,Hertain
Herten,Wellen (Herten)
Herten,Herten
Hertsberge,Hertsberghe
Hertsberge,Hertsberge
HERVE,he er fu
HERVE,Herve
HERVE,Herf
HERVE,HERVE
HERVE,Ehrv
HERVE,arw
HERVE,Erv
HERVE,Ерв
HERVE,ارو
HERVE,赫尔夫
HERVE,Эрв
HERZELE,Herzele
HERZELE,HERZELE
HERZELE,Kherzele
HERZELE,海尔泽勒
HERZELE,Херзеле
HERZELE,arzl
HERZELE,hai er ze lei
HERZELE,ارزل
Heule,Heule
Heure,Heure
Heure,Somme-Leuze (Heure)
Heure-le-Romain,Oupeye (Heure-le-Romain)
Heure-le-Romain,Heure-le-Romain
Heurne,Heurne
Heusden (Oost-Vlaanderen),Heusden
Heusden (Oost-Vlaanderen),Heusden-Zolder (Heusden)
Heusden (Oost-Vlaanderen),Heusden (Oost-Vlaanderen)
HEUSDEN-ZOLDER,Гесден-Золдер
HEUSDEN-ZOLDER,Хезден-Золдер
HEUSDEN-ZOLDER,เฮิสเดิน-โซลเดอร์
HEUSDEN-ZOLDER,awsdan-zwldh
HEUSDEN-ZOLDER,heis dein-sol de xr
HEUSDEN-ZOLDER,Kh'osden-Zolder
HEUSDEN-ZOLDER,Heuze-Zolder
HEUSDEN-ZOLDER,اوسدان-زولده
HEUSDEN-ZOLDER,Khezden-Zolder
HEUSDEN-ZOLDER,he si deng-zuo er de er
HEUSDEN-ZOLDER,HEUSDEN-ZOLDER
HEUSDEN-ZOLDER,Gesden-Zolder
HEUSDEN-ZOLDER,Хьосден-Золдер
HEUSDEN-ZOLDER,Hesdenas-Zolderis
HEUSDEN-ZOLDER,Heusden-Zolder
HEUSDEN-ZOLDER,赫斯登－佐尔德尔
Heusy,Heusy
Heusy,Verviers (Heusy)
HEUVELLAND,Хьовеланд
HEUVELLAND,赫纲兰德
HEUVELLAND,Heuvellandi vald
HEUVELLAND,he gang lan de
HEUVELLAND,HEUVELLAND
HEUVELLAND,اولان
HEUVELLAND,awlan
HEUVELLAND,Heuvelland
HEUVELLAND,Kh'oveland
Hever,Hever
Hever,Boortmeerbeek (Hever)
Heverlee,Leuven (Heverlee)
Heverlee,Heverlee
Heverlee,Heverle
Hévillers,Hevillers
Hévillers,Mont-Saint-Guibert (Hévillers)
Hévillers,Hévillers
Hévillers,Mont-Saint-Guibert (Hevillers)
Heyd,Heyd
Hillegem,Hillegem
Hingene,Hingene
Hingeon,Fernelmont (Hingeon)
Hingeon,Hingeon
Hives,Hives
Hoboken,Hoboken
Hoboken,Antwerp (Hoboken)
Hoboken,Hoboken-lez-Anvers
Hodeige,Hodeige
Hodeige,Remicourt (Hodeige)
Hodister,Hodister
Hody,Hody
HOEGAARDEN,후하르던
HOEGAARDEN,awygrdan
HOEGAARDEN,胡哈尔登
HOEGAARDEN,Hougaerde
HOEGAARDEN,Khugarden
HOEGAARDEN,HOEGAARDEN
HOEGAARDEN,hu ha er deng
HOEGAARDEN,huhaleudeon
HOEGAARDEN,اویگردان
HOEGAARDEN,Hoegaarden
HOEGAARDEN,Хугарден
HOEILAART,Hoeilaart
HOEILAART,Khujlart
HOEILAART,胡伊埃拉尔特
HOEILAART,Hoeylaert
HOEILAART,awylr
HOEILAART,Хуйларт
HOEILAART,HOEILAART
HOEILAART,hu yi ai la er te
HOEILAART,Hoeiloart
HOEILAART,اویلر
Hoeke,Houcke
Hoeke,Hoeke
Hoelbeek,Hoelbeek
Hoeleden,Hoeleden
Hoepertingen,Houppertingen
Hoepertingen,Hoepertingen
Hoepertingen,Borgloon (Hoepertingen)
HOESELT,Hoeiselt
HOESELT,HOESELT
HOESELT,Hoesselt
HOESELT,Hoeselt
Hoevenen,Hoevenen
Hofstade (Oost-Vlaanderen),Zemst (Hofstade)
Hofstade (Oost-Vlaanderen),Hofstade (Oost-Vlaanderen)
Hofstade (Oost-Vlaanderen),Hofstade
Hofstade (Vlaams-Brabant),Hofstade (Vlaams-Brabant)
Hofstade (Vlaams-Brabant),Zemst (Hofstade)
Hofstade (Vlaams-Brabant),Hofstade
Hogne,Hogne
Hognoul,Hognoul
Hognoul,Awans (Hognoul)
Hollain,Hollain
Hollange,Hollange
Hollebeke,Hollebeke
Hollebeke,nieuwkerke
Hollogne-aux-Pierres,Grace-Hollogne (Hollogne-aux-Pierres)
Hollogne-aux-Pierres,Grâce-Hollogne (Hollogne-aux-Pierres)
Hollogne-aux-Pierres,Hollogne-aux-Pierres
Hollogne-sur-Geer,Hollogne-sur-Geer
HOLSBEEK,Holbeke
HOLSBEEK,Holsbeek
HOLSBEEK,Holbeek
HOLSBEEK,Holebeke
HOLSBEEK,HOLSBEEK
Hombeek,Mechelen (Hombeek)
Hombeek,Hombeek
Hombourg,Hombourg
Hombourg,Homburg
Hompré,Hompre
Hompré,Hompré
Hondelange,Hondelange
Honnay,Honnay
HONNELLES,HONNELLES
HONNELLES,Onel
HONNELLES,Онель
HONNELLES,awnl
HONNELLES,Онел
HONNELLES,Honnelles
HONNELLES,اونل
HONNELLES,Onel'
HOOGLEDE,huo he lai de
HOOGLEDE,HOOGLEDE
HOOGLEDE,Khoglede
HOOGLEDE,Hooglede
HOOGLEDE,霍赫莱德
HOOGLEDE,awglwd
HOOGLEDE,اوگلود
HOOGLEDE,Ooglee
HOOGLEDE,Хогледе
Hoogstade,Hoogstade
HOOGSTRATEN,awgstrtan
HOOGSTRATEN,HOOGSTRATEN
HOOGSTRATEN,اوگسترتان
HOOGSTRATEN,Khogstraten
HOOGSTRATEN,hwkhstratn
HOOGSTRATEN,huo he si te la teng
HOOGSTRATEN,霍赫斯特拉滕
HOOGSTRATEN,Hoogstraten
HOOGSTRATEN,Hoogstraeten
HOOGSTRATEN,هوخستراتن
HOOGSTRATEN,Хогстратен
HOREBEKE,Horebeke
HOREBEKE,HOREBEKE
HOREBEKE,Hoorebeke
Horion-Hozémont,Grâce-Hollogne (Horion-Hozémont)
Horion-Hozémont,Grace-Hollogne (Horion-Hozemont)
Horion-Hozémont,Horion-Hozémont
Horion-Hozémont,Horion-Hozemont
Hornu,Hornu
Horpmaal,Horpmaal
Horpmaal,Horpmael
Horrues,Horrues
Horrues,De Horrues
HOTTON,Oton
HOTTON,اوتون
HOTTON,Houton
HOTTON,Hotton
HOTTON,ao tong
HOTTON,awtwn
HOTTON,HOTTON
HOTTON,Отон
HOTTON,奥通
Houdemont,Houdemont
Houdeng-Aimeries,Houdeng-Aimeries
Houdeng-Gœgnies,Houdeng-Gœgnies
Houdeng-Gœgnies,Houdeng-Goegnies
Houdrémont,Houdremont
Houdrémont,Houdrémont
HOUFFALIZE,Oufalijhe
HOUFFALIZE,Уффализ
HOUFFALIZE,Houffalize
HOUFFALIZE,hu fa li ci
HOUFFALIZE,Hohenfels
HOUFFALIZE,HOUFFALIZE
HOUFFALIZE,Houffalizei vald
HOUFFALIZE,Ufaliz
HOUFFALIZE,Uffaliz
HOUFFALIZE,Уфализ
HOUFFALIZE,胡法利兹
HOUFFALIZE,awflyz
