#,prenoms,Aantal in België,Aantal in Vlaanderen,Aantal in Wallonië,Aantal in Brussel
61757,Florenca,2,2,0,0
61758,Floren,2,2,0,0
61759,Florecita,2,2,0,0
61760,Florangel,2,2,0,0
61761,Floere,2,2,0,0
61762,Fljora,2,2,0,0
61763,Fleuri,2,2,0,0
61764,Fleurance,2,2,0,0
61765,Flavi,2,2,0,0
61766,Flanza,2,2,0,0
61767,Flandrina,2,2,0,0
61768,Fiya,2,2,0,0
61769,Firdevis,2,2,0,0
61770,Fiori,2,2,0,0
61771,Finya,2,2,0,0
61772,Finneke,2,2,0,0
61773,Finna,2,2,0,0
61774,Fineza,2,2,0,0
61775,Fincan,2,2,0,0
61776,Filotea,2,2,0,0
61777,Filipinas,2,2,0,0
61778,Fikneta,2,2,0,0
61779,Fienne,2,2,0,0
61780,Fienly,2,2,0,0
61781,Fienke,2,2,0,0
61782,Fiegy,2,2,0,0
61783,Fieby,2,2,0,0
61784,Fieb,2,2,0,0
61785,Fidelité,2,2,0,0
61786,Fiana,2,2,0,0
61787,Feyzan,2,2,0,0
61788,Ferun,2,2,0,0
61789,Ferre,2,2,0,0
61790,Fern,2,2,0,0
61791,Ferline,2,2,0,0
61792,Ferishta,2,2,0,0
61793,Feriba,2,2,0,0
61794,Ferehiwot,2,2,0,0
61795,Ferdinandina,2,2,0,0
61796,Ferdana,2,2,0,0
61797,Fente,2,2,0,0
61798,Fenne-Chien,2,2,0,0
61799,Fennah,2,2,0,0
61800,Fenn,2,2,0,0
61801,Fenie,2,2,0,0
61802,Fengyun,2,2,0,0
61803,Fena,2,2,0,0
61804,Felinja,2,2,0,0
61805,Felicitea,2,2,0,0
61806,Felicienna,2,2,0,0
61807,Feliciane,2,2,0,0
61808,Feja,2,2,0,0
61809,Feiyu,2,2,0,0
61810,Feina,2,2,0,0
61811,Feije,2,2,0,0
61812,Feeline,2,2,0,0
61813,Fedime,2,2,0,0
61814,Feder,2,2,0,0
61815,Fedau,2,2,0,0
61816,Fedaa,2,2,0,0
61817,Feby,2,2,0,0
61818,Fayth,2,2,0,0
61819,Faylinn,2,2,0,0
61820,Faylene,2,2,0,0
61821,Fayke,2,2,0,0
61822,Fawsiyo,2,2,0,0
61823,Fatmanaz,2,2,0,0
61824,Fatmali,2,2,0,0
61825,Fatana,2,2,0,0
61826,Faryda,2,2,0,0
61827,Fartun,2,2,0,0
61828,Farkad,2,2,0,0
61829,Farisa,2,2,0,0
61830,Fariël,2,2,0,0
61831,Farhiyo,2,2,0,0
61832,Farhiya,2,2,0,0
61833,Fareeda,2,2,0,0
61834,Fardowso,2,2,0,0
61835,Farahilda,2,2,0,0
61836,Faraha,2,2,0,0
61837,Fammeke,2,2,0,0
61838,Famienne,2,2,0,0
61839,Fam,2,2,0,0
61840,Falilat,2,2,0,0
61841,Falanga,2,2,0,0
61842,Fakhrossadat,2,2,0,0
61843,Fakhrosadat,2,2,0,0
61844,Fakhra,2,2,0,0
61845,Fajra,2,2,0,0
61846,Fairline,2,2,0,0
61847,Fah,2,2,0,0
61848,Fadha,2,2,0,0
61849,Faa,2,2,0,0
61850,Férine,2,2,0,0
61851,Félize,2,2,0,0
61852,Ezrah,2,2,0,0
61853,Ezginur,2,2,0,0
61854,Exoce,2,2,0,0
61855,Ewoude,2,2,0,0
61856,Ewinka,2,2,0,0
61857,Evonne,2,2,0,0
61858,Evona,2,2,0,0
61859,Evline,2,2,0,0
61860,Evetta,2,2,0,0
61861,Evelynda,2,2,0,0
61862,Evdanur,2,2,0,0
61863,Evay,2,2,0,0
61864,Evanghelia,2,2,0,0
61865,Evaggelitsa,2,2,0,0
61866,Eva-Luz,2,2,0,0
61867,Eva-Lien,2,2,0,0
61868,Eurudike,2,2,0,0
61869,Euridike,2,2,0,0
61870,Euralie,2,2,0,0
61871,Euphrasina,2,2,0,0
61872,Euginia,2,2,0,0
61873,Eudalie,2,2,0,0
61874,Ettorina,2,2,0,0
61875,Ettina,2,2,0,0
61876,Etse,2,2,0,0
61877,Etka,2,2,0,0
61878,Etienette,2,2,0,0
61879,Ethelinde,2,2,0,0
61880,Eter,2,2,0,0
61881,Esvet,2,2,0,0
61882,Estherline,2,2,0,0
61883,Esté,2,2,0,0
61884,Essin,2,2,0,0
61885,Essaïda,2,2,0,0
61886,Esri,2,2,0,0
61887,Esmiranda,2,2,0,0
61888,Esmine,2,2,0,0
61889,Esmihan,2,2,0,0
61890,Esmera,2,2,0,0
61891,Esmay,2,2,0,0
61892,Esmaa,2,2,0,0
61893,Eslin,2,2,0,0
61894,Eslemnur,2,2,0,0
61895,Esida,2,2,0,0
61896,Eshley,2,2,0,0
61897,Esada,2,2,0,0
61898,Erzie,2,2,0,0
61899,Erzebeth,2,2,0,0
61900,Erya,2,2,0,0
61901,Ersana,2,2,0,0
61902,Errin,2,2,0,0
61903,Eroïca,2,2,0,0
61904,Ernette,2,2,0,0
61905,Ermin,2,2,0,0
61906,Ermien,2,2,0,0
61907,Erlynn,2,2,0,0
61908,Erlina,2,2,0,0
61909,Erle,2,2,0,0
61910,Erke,2,2,0,0
61911,Eritia,2,2,0,0
61912,Erisse,2,2,0,0
61913,Erinka,2,2,0,0
61914,Erien,2,2,0,0
61915,Eriche,2,2,0,0
61916,Erene,2,2,0,0
61917,Erendira,2,2,0,0
61918,Erduana,2,2,0,0
61919,Erchad,2,2,0,0
61920,Erasma,2,2,0,0
61921,Epiphany,2,2,0,0
61922,Eowyne,2,2,0,0
61923,Eos,2,2,0,0
61924,Enthé,2,2,0,0
61925,Ente,2,2,0,0
61926,Eno,2,2,0,0
61927,Eniola,2,2,0,0
61928,Engül,2,2,0,0
61929,Engriet,2,2,0,0
61930,Engji,2,2,0,0
61931,Engin,2,2,0,0
61932,Engelica,2,2,0,0
61933,Endurance,2,2,0,0
61934,Endam,2,2,0,0
61935,Enata,2,2,0,0
61936,Emske,2,2,0,0
61937,Emse,2,2,0,0
61938,Emnet,2,2,0,0
61939,Emmly,2,2,0,0
61940,Emmerantia,2,2,0,0
61941,Emmeli,2,2,0,0
61942,Emmel,2,2,0,0
61943,Emmarentia,2,2,0,0
61944,Emma-Lynn,2,2,0,0
61945,Emlin,2,2,0,0
61946,Emiljana,2,2,0,0
61947,Emerlita,2,2,0,0
61948,Emerelda,2,2,0,0
61949,Emerantia,2,2,0,0
61950,Emerancia,2,2,0,0
61951,Emellie,2,2,0,0
61952,Emelinde,2,2,0,0
61953,Eme,2,2,0,0
61954,Emcy,2,2,0,0
61955,Elzemieke,2,2,0,0
61956,Elyena,2,2,0,0
61957,Elvrida,2,2,0,0
61958,Elvien,2,2,0,0
61959,Elvera,2,2,0,0
61960,Elune,2,2,0,0
61961,Elumba,2,2,0,0
61962,Elswinde,2,2,0,0
61963,Elsina,2,2,0,0
61964,Elsij,2,2,0,0
61965,Elsiena,2,2,0,0
61966,Elsemarie,2,2,0,0
61967,Elselina,2,2,0,0
61968,Elphrida,2,2,0,0
61969,Elonia,2,2,0,0
61970,Elmine,2,2,0,0
61971,Elmija,2,2,0,0
61972,Elmiera,2,2,0,0
61973,Ellionore,2,2,0,0
61974,Ellice,2,2,0,0
61975,Ellemein,2,2,0,0
61976,Ella-Rose,2,2,0,0
61977,Ella-June,2,2,0,0
61978,Ella-Blue,2,2,0,0
61979,Elki,2,2,0,0
61980,Elken,2,2,0,0
61981,Elizoveta,2,2,0,0
61982,Eliva,2,2,0,0
61983,Elisebeth,2,2,0,0
61984,Elise-Charlotte,2,2,0,0
61985,Elisabeth-Ann,2,2,0,0
61986,Elionore,2,2,0,0
61987,Elinde,2,2,0,0
61988,Elinam,2,2,0,0
61989,Elija,2,2,0,0
61990,Eliezere,2,2,0,0
61991,Elieza,2,2,0,0
61992,Elientje,2,2,0,0
61993,Elicha,2,2,0,0
61994,Elibeth,2,2,0,0
61995,Elhaam,2,2,0,0
61996,Elger,2,2,0,0
61997,Elfey,2,2,0,0
61998,Elfe,2,2,0,0
61999,Eleya,2,2,0,0
62000,Eldza,2,2,0,0
62001,Eldijana,2,2,0,0
62002,Elde,2,2,0,0
62003,Elchje,2,2,0,0
62004,Elcania,2,2,0,0
62005,Elbrig,2,2,0,0
62006,Elbethel,2,2,0,0
62007,Elany,2,2,0,0
62008,Elain,2,2,0,0
62009,El'mira,2,2,0,0
62010,Ekatherini,2,2,0,0
62011,Ekatherina,2,2,0,0
62012,Ekatarini,2,2,0,0
62013,Eiya,2,2,0,0
62014,Ehlimana,2,2,0,0
62015,Ehbe,2,2,0,0
62016,Eftyhia,2,2,0,0
62017,Efstratoula,2,2,0,0
62018,Efrata,2,2,0,0
62019,Eev,2,2,0,0
62020,Edzhe,2,2,0,0
62021,Edwigis,2,2,0,0
62022,Edwiga,2,2,0,0
62023,Edva,2,2,0,0
62024,Eduvigis,2,2,0,0
62025,Edmondina,2,2,0,0
62026,Edle,2,2,0,0
62027,Edla,2,2,0,0
62028,Edineide,2,2,0,0
62029,Ediltrudes,2,2,0,0
62030,Edigne,2,2,0,0
62031,Edieëse,2,2,0,0
62032,Edianne,2,2,0,0
62033,Echo,2,2,0,0
62034,Echata,2,2,0,0
62035,Ebrina,2,2,0,0
62036,Eboni,2,2,0,0
62037,Ebondo,2,2,0,0
62038,Ebeltje,2,2,0,0
62039,Ebel,2,2,0,0
62040,Dönenur,2,2,0,0
62041,Dzuli,2,2,0,0
62042,Dzilja,2,2,0,0
62043,Dzidra,2,2,0,0
62044,Dzhumazie,2,2,0,0
62045,Dzhulia,2,2,0,0
62046,Dzhayran,2,2,0,0
62047,Dzevida,2,2,0,0
62048,Dzenete,2,2,0,0
62049,Dywke,2,2,0,0
62050,Dyphina,2,2,0,0
62051,Dyonne,2,2,0,0
62052,Dyonise,2,2,0,0
62053,Dyo,2,2,0,0
62054,Dymphi,2,2,0,0
62055,Dymfy,2,2,0,0
62056,Dymfie,2,2,0,0
62057,Dylka,2,2,0,0
62058,Dylis,2,2,0,0
62059,Dyanthé,2,2,0,0
62060,Dyani,2,2,0,0
62061,Dyah,2,2,0,0
62062,Dy,2,2,0,0
62063,Dwora,2,2,0,0
62064,Dwina,2,2,0,0
62065,Dwainie,2,2,0,0
62066,Dusana,2,2,0,0
62067,Duniya,2,2,0,0
62068,Dulcina,2,2,0,0
62069,Duifje,2,2,0,0
62070,Dudunur,2,2,0,0
62071,Duda,2,2,0,0
62072,Duangkamol,2,2,0,0
62073,Duangduean,2,2,0,0
62074,Duangduan,2,2,0,0
62075,Duangchiwan,2,2,0,0
62076,Droene,2,2,0,0
62077,Droïma,2,2,0,0
62078,Droïka,2,2,0,0
62079,Driva,2,2,0,0
62080,Driesje,2,2,0,0
62081,Drenushe,2,2,0,0
62082,Dreffa,2,2,0,0
62083,Dounja,2,2,0,0
62084,Douke,2,2,0,0
62085,Doucha,2,2,0,0
62086,Dothy,2,2,0,0
62087,Dorissa,2,2,0,0
62088,Dorientje,2,2,0,0
62089,Doriene,2,2,0,0
62090,Dorica,2,2,0,0
62091,Doo,2,2,0,0
62092,Donsel,2,2,0,0
62093,Donnie,2,2,0,0
62094,Domine,2,2,0,0
62095,Domi,2,2,0,0
62096,Doma,2,2,0,0
62097,Doly,2,2,0,0
62098,Dolce,2,2,0,0
62099,Doetsen,2,2,0,0
62100,Doda,2,2,0,0
62101,Djüna,2,2,0,0
62102,Djozy,2,2,0,0
62103,Djoulieta,2,2,0,0
62104,Djille,2,2,0,0
62105,Djevahire,2,2,0,0
62106,Djevahira,2,2,0,0
62107,Djenzy,2,2,0,0
62108,Djennie,2,2,0,0
62109,Djarna,2,2,0,0
62110,Djanna,2,2,0,0
62111,Djani,2,2,0,0
62112,Djaline,2,2,0,0
62113,Djaina,2,2,0,0
62114,Diziana,2,2,0,0
62115,Divi,2,2,0,0
62116,Ditje,2,2,0,0
62117,Dirthe,2,2,0,0
62118,Dipmala,2,2,0,0
62119,Dinthe,2,2,0,0
62120,Dinne,2,2,0,0
62121,Dindy,2,2,0,0
62122,Din,2,2,0,0
62123,Dimi,2,2,0,0
62124,Dilsat,2,2,0,0
62125,Dillian,2,2,0,0
62126,Diljeet,2,2,0,0
62127,Dilhani,2,2,0,0
62128,Diler,2,2,0,0
62129,Dilayla,2,2,0,0
62130,Dietse,2,2,0,0
62131,Diesel,2,2,0,0
62132,Dierdre,2,2,0,0
62133,Dienne,2,2,0,0
62134,Dielke,2,2,0,0
62135,Diebrich,2,2,0,0
62136,Didra,2,2,0,0
62137,Didienne,2,2,0,0
62138,Dianet,2,2,0,0
62139,Diana-Maria,2,2,0,0
62140,Dhylia,2,2,0,0
62141,Dhuha,2,2,0,0
62142,Dhawli,2,2,0,0
62143,Dhailien,2,2,0,0
62144,Deyina,2,2,0,0
62145,Devy,2,2,0,0
62146,Devoiri,2,2,0,0
62147,Devanshi,2,2,0,0
62148,Detty,2,2,0,0
62149,Dette,2,2,0,0
62150,Destiney,2,2,0,0
62151,Desteney,2,2,0,0
62152,Deshny,2,2,0,0
62153,Desak,2,2,0,0
62154,Dervisa,2,2,0,0
62155,Dersim,2,2,0,0
62156,Derline,2,2,0,0
62157,Deqa,2,2,0,0
62158,Deonisia,2,2,0,0
62159,Denyssa,2,2,0,0
62160,Densy,2,2,0,0
62161,Denphy,2,2,0,0
62162,Denora,2,2,0,0
62163,Dennie,2,2,0,0
62164,Denja,2,2,0,0
62165,Denise-Maria,2,2,0,0
62166,Deniese,2,2,0,0
62167,Demoniah,2,2,0,0
62168,Demira,2,2,0,0
62169,Demelsa,2,2,0,0
62170,Delphien,2,2,0,0
62171,Delissa,2,2,0,0
62172,Delisha,2,2,0,0
62173,Delfiena,2,2,0,0
62174,Delcia,2,2,0,0
62175,Delaney,2,2,0,0
62176,Delainey,2,2,0,0
62177,Delaila,2,2,0,0
62178,Dejljan,2,2,0,0
62179,Dejlan,2,2,0,0
62180,Deianara,2,2,0,0
62181,Deha,2,2,0,0
62182,Deepmala,2,2,0,0
62183,Deepanjali,2,2,0,0
62184,Deenah,2,2,0,0
62185,Deedee,2,2,0,0
62186,Deebra,2,2,0,0
62187,Dee-Dee,2,2,0,0
62188,Debra-Lynn,2,2,0,0
62189,Debbra,2,2,0,0
62190,Debborah,2,2,0,0
62191,Debaka,2,2,0,0
62192,Dayenka,2,2,0,0
62193,Daxaben,2,2,0,0
62194,Davinda,2,2,0,0
62195,Davignia,2,2,0,0
62196,Dasy,2,2,0,0
62197,Dasurije,2,2,0,0
62198,Dashurie,2,2,0,0
62199,Darlynne,2,2,0,0
62200,Darlynn,2,2,0,0
62201,Darlena,2,2,0,0
62202,Darissa,2,2,0,0
62203,Darian,2,2,0,0
62204,Dariah,2,2,0,0
62205,Daphnis,2,2,0,0
62206,Daphina,2,2,0,0
62207,Danytia,2,2,0,0
62208,Danske,2,2,0,0
62209,Danqing,2,2,0,0
62210,Dannii,2,2,0,0
62211,Danniella,2,2,0,0
62212,Dannia,2,2,0,0
62213,Danne,2,2,0,0
62214,Danish,2,2,0,0
62215,Danischa,2,2,0,0
62216,Danira,2,2,0,0
62217,Danija,2,2,0,0
62218,Danicia,2,2,0,0
62219,Danhee,2,2,0,0
62220,Danesia,2,2,0,0
62221,Damine,2,2,0,0
62222,Damida,2,2,0,0
62223,Dalisia,2,2,0,0
62224,Dalien,2,2,0,0
62225,Dalelle,2,2,0,0
62226,Dakira,2,2,0,0
62227,Dajo,2,2,0,0
62228,Daime,2,2,0,0
62229,Dailine,2,2,0,0
62230,Daiby,2,2,0,0
62231,Dahabia,2,2,0,0
62232,Dagne,2,2,0,0
62233,Dagmawit,2,2,0,0
62234,Daglinde,2,2,0,0
62235,Daghmar,2,2,0,0
62236,Dag,2,2,0,0
62237,Dafnie,2,2,0,0
62238,Dadou,2,2,0,0
62239,Dadiva,2,2,0,0
62240,Dacy,2,2,0,0
62241,Daania,2,2,0,0
62242,Dédilia,2,2,0,0
62243,Cüveyriye,2,2,0,0
62244,Cynthy,2,2,0,0
62245,Cynthe,2,2,0,0
62246,Cyma,2,2,0,0
62247,Cuvani,2,2,0,0
62248,Crysia,2,2,0,0
62249,Crisilda,2,2,0,0
62250,Crisia,2,2,0,0
62251,Crescencia,2,2,0,0
62252,Cornelly,2,2,0,0
62253,Corindy,2,2,0,0
62254,Corin,2,2,0,0
62255,Cordulle,2,2,0,0
62256,Cordulia,2,2,0,0
62257,Corda,2,2,0,0
62258,Coralien,2,2,0,0
62259,Coraima,2,2,0,0
62260,Constans,2,2,0,0
62261,Conja,2,2,0,0
62262,Coni,2,2,0,0
62263,Coesarina,2,2,0,0
62264,Coelestina,2,2,0,0
62265,Cobi,2,2,0,0
62266,Cleïs,2,2,0,0
62267,Claryssa,2,2,0,0
62268,Claire-France,2,2,0,0
62269,Claire-Eline,2,2,0,0
62270,Clairanne,2,2,0,0
62271,Claar,2,2,0,0
62272,Citta,2,2,0,0
62273,Cissi,2,2,0,0
62274,Cisca,2,2,0,0
62275,Cis,2,2,0,0
62276,Cirina,2,2,0,0
62277,Ciny,2,2,0,0
62278,Cine,2,2,0,0
62279,Cinder,2,2,0,0
62280,Cindée,2,2,0,0
62281,Cinar,2,2,0,0
62282,Cim,2,2,0,0
62283,Cilly,2,2,0,0
62284,Cilibija,2,2,0,0
62285,Cijrilla,2,2,0,0
62286,Cigrite,2,2,0,0
62287,Ciele,2,2,0,0
62288,Cibelle,2,2,0,0
62289,Ciarra,2,2,0,0
62290,Chynna,2,2,0,0
62291,Chyana,2,2,0,0
62292,Chutikan,2,2,0,0
62293,Churairat,2,2,0,0
62294,Chunhua,2,2,0,0
62295,Christle,2,2,0,0
62296,Christiaen,2,2,0,0
62297,Christiaan,2,2,0,0
62298,Christha,2,2,0,0
62299,Christell,2,2,0,0
62300,Christ'll,2,2,0,0
62301,Christète,2,2,0,0
62302,Choy,2,2,0,0
62303,Chorthip,2,2,0,0
62304,Chonlada,2,2,0,0
62305,Chonja,2,2,0,0
62306,Cholticha,2,2,0,0
62307,Choice,2,2,0,0
62308,Chisom,2,2,0,0
62309,Chirly,2,2,0,0
62310,Chinwendu,2,2,0,0
62311,Chinonyerem,2,2,0,0
62312,Chinenye,2,2,0,0
62313,Chinasa,2,2,0,0
62314,Chilly,2,2,0,0
62315,Chih,2,2,0,0
62316,Chidimma,2,2,0,0
62317,Chiari,2,2,0,0
62318,Chianty,2,2,0,0
62319,Chiamaka,2,2,0,0
62320,Chia-Chi,2,2,0,0
62321,Chevy,2,2,0,0
62322,Chevelle,2,2,0,0
62323,Cheuk,2,2,0,0
62324,Cherstiena,2,2,0,0
62325,Cherrelle,2,2,0,0
62326,Cherokee,2,2,0,0
62327,Chermaine,2,2,0,0
62328,Cherline,2,2,0,0
62329,Cherity,2,2,0,0
62330,Cherisch,2,2,0,0
62331,Cheris,2,2,0,0
62332,Cherina,2,2,0,0
62333,Chercy,2,2,0,0
62334,Chenyu,2,2,0,0
62335,Chensa,2,2,0,0
62336,Chenille,2,2,0,0
62337,Chenelle,2,2,0,0
62338,Chelyssa,2,2,0,0
62339,Chelsae,2,2,0,0
62340,Chellie,2,2,0,0
62341,Chelcie,2,2,0,0
62342,Chefia,2,2,0,0
62343,Cheeru,2,2,0,0
62344,Chealsy,2,2,0,0
62345,Chaylina,2,2,0,0
62346,Chaye,2,2,0,0
62347,Chayani,2,2,0,0
62348,Chawee,2,2,0,0
62349,Chavon,2,2,0,0
62350,Chavie,2,2,0,0
62351,Chavaly,2,2,0,0
62352,Chavalie,2,2,0,0
62353,Chatimat,2,2,0,0
62354,Chat,2,2,0,0
62355,Chasia,2,2,0,0
62356,Chase,2,2,0,0
62357,Charyssa,2,2,0,0
62358,Charuwan,2,2,0,0
62359,Charunee,2,2,0,0
62360,Charron,2,2,0,0
62361,Charrie,2,2,0,0
62362,Charmy,2,2,0,0
62363,Charlotte-Emilie,2,2,0,0
62364,Charlin,2,2,0,0
62365,Chariyaporn,2,2,0,0
62366,Charitty,2,2,0,0
62367,Charinta,2,2,0,0
62368,Charin,2,2,0,0
62369,Charety,2,2,0,0
62370,Charen,2,2,0,0
62371,Chaoqun,2,2,0,0
62372,Chantia,2,2,0,0
62373,Chanthoeun,2,2,0,0
62374,Chanthima,2,2,0,0
62375,Chanthana,2,2,0,0
62376,Chantall,2,2,0,0
62377,Chanta,2,2,0,0
62378,Chanouk,2,2,0,0
62379,Channelle,2,2,0,0
62380,Chanita,2,2,0,0
62381,Chanisia,2,2,0,0
62382,Chanisara,2,2,0,0
62383,Chanis,2,2,0,0
62384,Chanica,2,2,0,0
62385,Chanella,2,2,0,0
62386,Chanell,2,2,0,0
62387,Chamnan,2,2,0,0
62388,Chalor,2,2,0,0
62389,Chalonna,2,2,0,0
62390,Chalong,2,2,0,0
62391,Chalissa,2,2,0,0
62392,Chaliny,2,2,0,0
62393,Chalieo,2,2,0,0
62394,Chalien,2,2,0,0
62395,Chakyra,2,2,0,0
62396,Chakiba,2,2,0,0
62397,Chaisy,2,2,0,0
62398,Chaimäe,2,2,0,0
62399,Chaida,2,2,0,0
62400,Chaeyenne,2,2,0,0
62401,Chadha,2,2,0,0
62402,Chabila,2,2,0,0
62403,Cesarien,2,2,0,0
62404,Cesaltina,2,2,0,0
62405,Cerda,2,2,0,0
62406,Cera,2,2,0,0
62407,Celle,2,2,0,0
62408,Celissa,2,2,0,0
62409,Celini,2,2,0,0
62410,Celiena,2,2,0,0
62411,Celana,2,2,0,0
62412,Ceejay,2,2,0,0
62413,Cedrien,2,2,0,0
62414,Cedra,2,2,0,0
62415,Ceara,2,2,0,0
62416,Ceanna,2,2,0,0
62417,Caytlin,2,2,0,0
62418,Caylin,2,2,0,0
62419,Caylen,2,2,0,0
62420,Cawtar,2,2,0,0
62421,Catuja,2,2,0,0
62422,Catrinette,2,2,0,0
62423,Catrinel,2,2,0,0
62424,Catriene,2,2,0,0
62425,Catrice,2,2,0,0
62426,Catou,2,2,0,0
62427,Catianne,2,2,0,0
62428,Cathelina,2,2,0,0
62429,Catheleyne,2,2,0,0
62430,Catharinette,2,2,0,0
62431,Cathalijne,2,2,0,0
62432,Catania,2,2,0,0
62433,Cat,2,2,0,0
62434,Castilla,2,2,0,0
62435,Casidy,2,2,0,0
62436,Cas,2,2,0,0
62437,Cartine,2,2,0,0
62438,Carra,2,2,0,0
62439,Caroly,2,2,0,0
62440,Carolia,2,2,0,0
62441,Carna,2,2,0,0
62442,Carmélia,2,2,0,0
62443,Carlie,2,2,0,0
62444,Carine-Germaine,2,2,0,0
62445,Carijn,2,2,0,0
62446,Cari,2,2,0,0
62447,Caress,2,2,0,0
62448,Canigia,2,2,0,0
62449,Canh,2,2,0,0
62450,Canessa,2,2,0,0
62451,Canela,2,2,0,0
62452,Cammi,2,2,0,0
62453,Camine,2,2,0,0
62454,Camilje,2,2,0,0
62455,Calle,2,2,0,0
62456,Calinka,2,2,0,0
62457,Caley,2,2,0,0
62458,Caitlynne,2,2,0,0
62459,Caitlen,2,2,0,0
62460,Caithy,2,2,0,0
62461,Caesarina,2,2,0,0
62462,Cadija,2,2,0,0
62463,Caat,2,2,0,0
62464,Caïssa,2,2,0,0
62465,Céanne,2,2,0,0
62466,Butsaya,2,2,0,0
62467,Busranur,2,2,0,0
62468,Busaba,2,2,0,0
62469,Burastan,2,2,0,0
62470,Bunnak,2,2,0,0
62471,Bunlai,2,2,0,0
62472,Bukky,2,2,0,0
62473,Buason,2,2,0,0
62474,Bualai,2,2,0,0
62475,Buakhai,2,2,0,0
62476,Buaban,2,2,0,0
62477,Bryenna,2,2,0,0
62478,Brunild,2,2,0,0
62479,Brooklyne,2,2,0,0
62480,Brontië,2,2,0,0
62481,Britt-Marie,2,2,0,0
62482,Britha,2,2,0,0
62483,Brith,2,2,0,0
62484,Brisa,2,2,0,0
62485,Brintly,2,2,0,0
62486,Brintley,2,2,0,0
62487,Brin,2,2,0,0
62488,Briggitte,2,2,0,0
62489,Briany,2,2,0,0
62490,Briane,2,2,0,0
62491,Breth,2,2,0,0
62492,Breindy,2,2,0,0
62493,Breindel,2,2,0,0
62494,Bregitta,2,2,0,0
62495,Brechtel,2,2,0,0
62496,Brasilia,2,2,0,0
62497,Brandel,2,2,0,0
62498,Braindy,2,2,0,0
62499,Bradlyne,2,2,0,0
62500,Bowie,2,2,0,0
62501,Bowen,2,2,0,0
62502,Boutheyna,2,2,0,0
62503,Botaina,2,2,0,0
62504,Botagoz,2,2,0,0
62505,Bosilka,2,2,0,0
62506,Boo-Yaa,2,2,0,0
62507,Bojoura,2,2,0,0
62508,Bojidara,2,2,0,0
62509,Bodhi,2,2,0,0
62510,Bobita,2,2,0,0
62511,Boateng,2,2,0,0
62512,Boakye,2,2,0,0
62513,Boa,2,2,0,0
62514,Boëlle,2,2,0,0
62515,Blyde,2,2,0,0
62516,Blimie,2,2,0,0
62517,Bliede,2,2,0,0
62518,Bleranda,2,2,0,0
62519,Blera,2,2,0,0
62520,Blande,2,2,0,0
62521,Blancefloer,2,2,0,0
62522,Blagovesta,2,2,0,0
62523,Bjoike,2,2,0,0
62524,Bjenna,2,2,0,0
62525,Bivina,2,2,0,0
62526,Biseng,2,2,0,0
62527,Biriz,2,2,0,0
62528,Birge,2,2,0,0
62529,Birga,2,2,0,0
62530,Bir,2,2,0,0
62531,Binka,2,2,0,0
62532,Binju,2,2,0,0
62533,Bini,2,2,0,0
62534,Bindhu,2,2,0,0
62535,Binaze,2,2,0,0
62536,Bilquis,2,2,0,0
62537,Billor,2,2,0,0
62538,Bilja,2,2,0,0
62539,Bilinda,2,2,0,0
62540,Bilhan,2,2,0,0
62541,Bijin,2,2,0,0
62542,Bieuwke,2,2,0,0
62543,Bietje,2,2,0,0
62544,Biby,2,2,0,0
62545,Bibata,2,2,0,0
62546,Biatrix,2,2,0,0
62547,Bezuayehu,2,2,0,0
62548,Bez,2,2,0,0
62549,Beytül,2,2,0,0
62550,Betülay,2,2,0,0
62551,Betzij,2,2,0,0
62552,Bettsy,2,2,0,0
62553,Bettij,2,2,0,0
62554,Bethanny,2,2,0,0
62555,Bertukan,2,2,0,0
62556,Berthile,2,2,0,0
62557,Berthelia,2,2,0,0
62558,Berre,2,2,0,0
62559,Bernyse,2,2,0,0
62560,Bernoux,2,2,0,0
62561,Bernou,2,2,0,0
62562,Bernine,2,2,0,0
62563,Bernardin,2,2,0,0
62564,Bernadit,2,2,0,0
62565,Bernadetha,2,2,0,0
62566,Berlis,2,2,0,0
62567,Berlin,2,2,0,0
62568,Berlien,2,2,0,0
62569,Berlendis,2,2,0,0
62570,Beritt,2,2,0,0
62571,Berire,2,2,0,0
62572,Berfien,2,2,0,0
62573,Berenise,2,2,0,0
62574,Bercy,2,2,0,0
62575,Berat,2,2,0,0
62576,Beppy,2,2,0,0
62577,Benne,2,2,0,0
62578,Benke,2,2,0,0
62579,Benisa,2,2,0,0
62580,Bengte,2,2,0,0
62581,Benediekt,2,2,0,0
62582,Benay,2,2,0,0
62583,Bello,2,2,0,0
62584,Belline,2,2,0,0
62585,Belle-Fleur,2,2,0,0
62586,Belkin,2,2,0,0
62587,Belicia,2,2,0,0
62588,Belgjuzar,2,2,0,0
62589,Belgiye,2,2,0,0
62590,Belgica,2,2,0,0
62591,Beleke,2,2,0,0
62592,Belçim,2,2,0,0
62593,Beile,2,2,0,0
62594,Behidzhe,2,2,0,0
62595,Bebi,2,2,0,0
62596,Beberlyn,2,2,0,0
62597,Bebelyn,2,2,0,0
62598,Beara,2,2,0,0
62599,Bayar,2,2,0,0
62600,Baudine,2,2,0,0
62601,Bau,2,2,0,0
62602,Bathséba,2,2,0,0
62603,Bathia,2,2,0,0
62604,Batel,2,2,0,0
62605,Basya,2,2,0,0
62606,Bastina,2,2,0,0
62607,Basse,2,2,0,0
62608,Basmaa,2,2,0,0
62609,Basje,2,2,0,0
