Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries
304,22884-1385992,1385992,22884-1385992-cureghem,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cureghem sportif""~5","https://www.googleapis.com/books/v1/volumes?q=""cureghem+sportif""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Cureghem,Section,Anderlecht,Hainaut Province,Wallonia,Belgium,cureghem sportif,2,cureghem,true,loc,true,,,loc,cureghem sportif
305,22895-1386008,1386008,22895-1386008-godefroy louise,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""godefroy louise""~5","https://www.googleapis.com/books/v1/volumes?q=""godefroy+louise""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,godefroy louise,2,godefroy louise,,per,true,true,,per,godefroy louise
306,23209-1395122,1395122,,,,,,,,,,,ronde van vlaanderen,3,,,,,,,,ronde van vlaanderen
307,23299-1395903,1395903,23299-1395903-steyaert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ichteghem steyaert""~5","https://www.googleapis.com/books/v1/volumes?q=""steyaert+ichteghem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,steyaert ichteghem,2,steyaert,,per,true,false,,per,steyaert ichteghem
308,23299-1395903,1395903,23299-1395903-ichteghem,,,,,Commune,,,,Belgium,steyaert ichteghem,2,ichteghem,true,loc,true,,,loc,steyaert ichteghem
309,23493-1398590,1398590,23493-1398590-fernand servais,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fernand servais""~5","https://www.googleapis.com/books/v1/volumes?q=""fernand+servais""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,fernand servais,2,fernand servais,,per,true,true,,per,fernand servais
310,23681-1404656,1404656,23681-1404656-lippens,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bruyne lippens""~5","https://www.googleapis.com/books/v1/volumes?q=""lippens+bruyne""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,lippens bruyne,2,lippens,,per,true,false,,per,lippens bruyne
311,23681-1404656,1404656,23681-1404656-bruyne,,,false,,,,,,,lippens bruyne,2,bruyne,,per,true,false,,per,lippens bruyne
312,23686-1405004,1405004,23686-1405004-dutalis,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dutalis""~5","https://www.googleapis.com/books/v1/volumes?q=""dutalis""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,dutalis,1,dutalis,,per,true,false,,per,dutalis
313,23733-1405562,1405562,,,,,,,,,,,vlieger lton,2,,,,true,,,,vlieger lton
314,23886-1411216,1411216,23886-1411216-gylden,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gylden""~5","https://www.googleapis.com/books/v1/volumes?q=""gylden""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,gylden,1,gylden,,per,false,false,,per_ambig,gylden
315,23907-1411935,1411935,23907-1411935-gylden,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gylden""~5","https://www.googleapis.com/books/v1/volumes?q=""gylden%2C""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,"gylden,",1,gylden,,per,false,false,,per_ambig,"gylden,"
316,23910-1411935,1411935,23910-1411935-wavre,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wavre""~5","https://www.googleapis.com/books/v1/volumes?q=""wavre""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Wavre,Commune,Wavre,Walloon Brabant Province,Wallonia,Belgium,wavre,1,wavre,true,loc,true,,,loc,wavre
317,24064-1416319,1416319,,,,,,,,,,,brevet,1,,,,,,,,brevet
318,24096-1416806,1416806,24096-1416806-anvers,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""anvers bombardement""~5","https://www.googleapis.com/books/v1/volumes?q=""bombardement+anvers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,bombardement anvers,2,anvers,,loc,true,,,loc,bombardement anvers
319,24188-1419744,1419744,,,,,,,,,,,centrale belge,2,,,,,,,,centrale belge
320,24209-1419902,1419902,24209-1419902-ceysens jules,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ceysens jules""~5","https://www.googleapis.com/books/v1/volumes?q=""ceysens+jules""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,ceysens jules,2,ceysens jules,,per,true,true,,per,ceysens jules
321,24229-1420305,1420305,24229-1420305-derville,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""couillet derville""~5","https://www.googleapis.com/books/v1/volumes?q=""derville+couillet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,derville couillet,2,derville,,per,true,false,,per,derville couillet
322,24229-1420305,1420305,24229-1420305-couillet,,,,,Section,,,,Belgium,derville couillet,2,couillet,true,loc,true,,,loc,derville couillet
323,24317-1421934,1421934,,,,,,,,,,,convient espèce,2,,,,,,,,convient espèce
324,24495-1426246,1426246,24495-1426246-wietersheim,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wietersheim""~5","https://www.googleapis.com/books/v1/volumes?q=""wietersheim""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,Germany,wietersheim,1,wietersheim,,loc,true,,,loc,wietersheim
325,24622-1430906,1430906,24622-1430906-jerry darnelle,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""darnelle jerry""~5","https://www.googleapis.com/books/v1/volumes?q=""jerry+darnelle""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jerry darnelle,2,jerry darnelle,,per,true,true,,per,jerry darnelle
326,24634-1431405,1431405,,,,,,,,,,,rabbin israélite synagogue,3,,,,,,,,rabbin israélite synagogue
327,24670-1432845,1432845,,,,,,,,,,,d,1,,,,,,,,
328,24702-1434592,1434592,24702-1434592-guignies,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""guignies""~5","https://www.googleapis.com/books/v1/volumes?q=""guignies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Guignies,Section,Celles,Hainaut Province,Wallonia,Belgium,guignies,1,guignies,true,loc,true,,,loc,guignies
329,24762-1436103,1436103,,,,,,,,,,,mafia,1,,,,,,,,mafia
330,24836-1438334,1438334,24836-1438334-alberic dons,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alberic dons""~5","https://www.googleapis.com/books/v1/volumes?q=""alberic+dons""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,alberic dons,2,alberic dons,,per,true,true,,per,alberic dons
331,24939-1439726,1439726,24939-1439726-edouard agneessens,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""agneessens edouard""~5","https://www.googleapis.com/books/v1/volumes?q=""edouard+agneessens""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,edouard agneessens,2,edouard agneessens,,per,true,true,,per,edouard agneessens
332,24960-1440475,1440475,24960-1440475-eulenburg,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eulenburg""~5","https://www.googleapis.com/books/v1/volumes?q=""eulenburg""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,eulenburg,1,eulenburg,,per,true,false,,per,eulenburg
333,24970-1440840,1440840,,,,,,,,,,,évadés,1,,,,,,,,évadés
334,25345-1457549,1457549,25345-1457549-cedergren,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cedergren""~5","https://www.googleapis.com/books/v1/volumes?q=""cedergren%2C""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,"cedergren,",1,cedergren,,per,true,false,,per,"cedergren,"
335,25362-1457729,1457729,,,,,,,,,,,cinema,1,,,,,,,,cinema
336,25451-1461475,1461475,,,,,,,,,,,anesthesie,1,,,,,,,,anesthesie
337,25504-1462880,1462880,,,,,,,,,,,vitamin,1,,,,,,,,vitamin
338,25531-1463643,1463643,25531-1463643-negri belloni,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belloni negri""~5","https://www.googleapis.com/books/v1/volumes?q=""negri+belloni""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,negri belloni,2,negri belloni,,per,true,false,,per,negri belloni
339,25561-1463985,1463985,25561-1463985-jacob salomon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jacob salomon""~5","https://www.googleapis.com/books/v1/volumes?q=""jacob+salomon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jacob salomon,2,jacob salomon,,per,true,true,,per,jacob salomon
340,25564-1463985,1463985,25564-1463985-simon rosenthal,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""rosenthal simon""~5","https://www.googleapis.com/books/v1/volumes?q=""simon+rosenthal""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,simon rosenthal,2,simon rosenthal,,per,true,true,,per,simon rosenthal
341,25638-1465505,1465505,25638-1465505-huysmans,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""huysmans paardenmarkt""~5","https://www.googleapis.com/books/v1/volumes?q=""huysmans+paardenmarkt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,huysmans paardenmarkt,2,huysmans,,per,true,false,,per,huysmans paardenmarkt
342,25674-1466669,1466669,25674-1466669-verschaffelt,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verschaffelt""~5","https://www.googleapis.com/books/v1/volumes?q=""verschaffelt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,verschaffelt,1,verschaffelt,,per,true,false,,per,verschaffelt
343,25939-1478406,1478406,25939-1478406-smet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eglise smet tamise""~5","https://www.googleapis.com/books/v1/volumes?q=""smet+tamise+eglise""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,smet tamise eglise,3,smet,,per,true,false,,per,smet tamise eglise
344,25939-1478406,1478406,25939-1478406-tamise,,,,,Commune,,,,Belgium,smet tamise eglise,3,tamise,true,loc,true,,,loc,smet tamise eglise
345,26021-1480093,1480093,26021-1480093-seloignes,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de gare seloignes""~5","https://www.googleapis.com/books/v1/volumes?q=""gare+de+seloignes""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Seloignes,Section,Momignies,Hainaut Province,Wallonia,Belgium,gare de seloignes,3,seloignes,true,loc,true,,,loc,gare de seloignes
346,26080-1481244,1481244,26080-1481244-lommel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lommel""~5","https://www.googleapis.com/books/v1/volumes?q=""lommel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Lommel,Commune,Lommel,Limburg Province,Flanders,Belgium,lommel,1,lommel,true,loc,true,,,loc,lommel
347,26144-1483122,1483122,,,,,,,,,,,der adler,2,,,,,,,,der adler
348,26233-1485189,1485189,26233-1485189-bleharies,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bleharies""~5","https://www.googleapis.com/books/v1/volumes?q=""bleharies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Bléharies,Section,Celles,Hainaut Province,Wallonia,Belgium,bleharies,1,bleharies,true,loc,true,,,loc,bleharies
349,26335-1487793,1487793,26335-1487793-cador,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""architecte cador charleroi""~5","https://www.googleapis.com/books/v1/volumes?q=""cador+charleroi+architecte""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,cador charleroi architecte,3,cador,,per,true,false,,per,cador charleroi architecte
350,26335-1487793,1487793,26335-1487793-charleroi,,,,,Commune,,,,Belgium,cador charleroi architecte,3,charleroi,true,loc,true,,,loc,cador charleroi architecte
351,26353-1488263,1488263,26353-1488263-mechelen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""mechelen""~5","https://www.googleapis.com/books/v1/volumes?q=""mechelen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,mechelen,1,mechelen,,loc,true,,,loc,mechelen
352,26444-1492661,1492661,26444-1492661-sundberg,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo sundberg""~5","https://www.googleapis.com/books/v1/volumes?q=""sundberg+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,sundberg congo,2,sundberg,,per,true,false,,per,sundberg congo
353,26444-1492661,1492661,26444-1492661-congo,,,,,,,,,Democratic Republic of the Congo,sundberg congo,2,congo,,loc,true,,,loc,sundberg congo
354,26629-1498206,1498206,26629-1498206-soumoy,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""soumoy""~5","https://www.googleapis.com/books/v1/volumes?q=""soumoy""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,soumoy,1,soumoy,,per,true,false,,per,soumoy
355,26699-1501354,1501354,26699-1501354-oost-eeklo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6,oost-eeklo,false,loc,true,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
356,26699-1501354,1501354,26699-1501354-oost-eeklo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6,oost-eeklo,false,loc,true,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
357,26699-1501354,1501354,26699-1501354-oost-eeclo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6,oost-eeclo,false,loc,true,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
358,26699-1501354,1501354,26699-1501354-oost-eeclo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6,oost-eeclo,false,loc,true,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
359,26699-1501354,1501354,26699-1501354-oost-eecloo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6,oost-eecloo,false,loc,true,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
360,26699-1501354,1501354,26699-1501354-oost-eecloo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6,oost-eecloo,false,loc,true,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
361,26761-1504182,1504182,,,,,,,,,,,fourneaux,1,,,,,,,,fourneaux
362,26831-1508882,1508882,26831-1508882-kirsch,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kirsch opticien""~5","https://www.googleapis.com/books/v1/volumes?q=""kirsch+opticien""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,kirsch opticien,2,kirsch,,per,true,false,,per,kirsch opticien
363,26840-1509068,1509068,26840-1509068-vergauwen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""vergauwen""~5","https://www.googleapis.com/books/v1/volumes?q=""vergauwen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,vergauwen,1,vergauwen,,per,true,false,,per,vergauwen
364,26858-1509424,1509424,26858-1509424-vrasene,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dancing vrasene""~5","https://www.googleapis.com/books/v1/volumes?q=""dancing+vrasene""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Vrasene,Section,Beveren,East Flanders Province,Flanders,Belgium,dancing vrasene,2,vrasene,true,loc,true,,,loc,dancing vrasene
365,26930-1512150,1512150,26930-1512150-swerts,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""swerts tessenderlo""~5","https://www.googleapis.com/books/v1/volumes?q=""swerts+tessenderlo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,swerts tessenderlo,2,swerts,,per,true,false,,per,swerts tessenderlo
366,26930-1512150,1512150,26930-1512150-tessenderl,,,,,Commune,,,,Belgium,swerts tessenderlo,2,tessenderl,false,loc,true,,,loc,swerts tessenderlo
367,27021-1516383,1516383,27021-1516383-commadant soleil,,,false,,,,,,,commadant soleil,2,commadant soleil,,per,true,false,,per,commadant soleil
368,27355-1525318,1525318,27355-1525318-leopold iii,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""iii leopold voyage""~5","https://www.googleapis.com/books/v1/volumes?q=""leopold+iii+voyage""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,leopold iii voyage,3,leopold iii,,per,true,true,,per,leopold iii voyage
369,27361-1525475,1525475,27361-1525475-xavier debouge,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""debouge xavier""~5","https://www.googleapis.com/books/v1/volumes?q=""xavier+debouge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,xavier debouge,2,xavier debouge,,per,true,true,,per,xavier debouge
370,27466-1527637,1527637,,,,,,,,,,,dames van het onderwijs,4,,,,,,,,dames van het onderwijs
371,27757-1536141,1536141,27757-1536141-jules simon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charles hugo jules simon""~5","https://www.googleapis.com/books/v1/volumes?q=""jules+simon+charles+hugo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jules simon charles hugo,4,jules simon,,per,true,true,,per,jules simon charles hugo
372,27757-1536141,1536141,27757-1536141-charles hugo,,,true,,,,,,,jules simon charles hugo,4,charles hugo,,per,true,true,,per,jules simon charles hugo
373,27777-1537217,1537217,27777-1537217-ysaye,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ysaye""~5","https://www.googleapis.com/books/v1/volumes?q=""ysaye""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ysaye,1,ysaye,,per,true,false,,per,ysaye
374,27856-1540684,1540684,,,,,,,,,,,panorama international,2,,,,,,,,panorama international
375,28020-1545481,1545481,28020-1545481-pole nord,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bioscope nord pole""~5","https://www.googleapis.com/books/v1/volumes?q=""bioscope+pole+nord""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Continent,bioscope pole nord,3,pole nord,,loc,true,false,false,loc,bioscope pole nord
376,28205-1549989,1549989,28205-1549989-geleeds,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geleeds""~5","https://www.googleapis.com/books/v1/volumes?q=""geleeds""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,geleeds,1,geleeds,,per,false,false,,per_ambig,geleeds
377,28304-1556748,1556748,28304-1556748-neeckx,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""neeckx""~5","https://www.googleapis.com/books/v1/volumes?q=""neeckx""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,neeckx,1,neeckx,,per,true,false,,per,neeckx
