,Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_geonames,extract_persons,wikidata_loc,json_geonames
685,685,51832-2208204,2208204,51832-2208204-torhout,,,,Torhout,Commune,Torhout,West Flanders Province,Flanders,Belgium,defreyne torhout,2.0,torhout,True,loc,True,,,loc,defreyne torhout,torhout,,"Torhout||||http://www.wikidata.org/entity/Q270633ville de la Flandre occidentale, Belgique","{'totalResultsCount': 21, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.1285731375954544, 'south': 51.04818887408204, 'north': 51.08302112591796, 'west': 3.073124862404546, 'accuracyLevel': 2}, 'asciiName': 'Torhout', 'countryId': '2802361', 'fcl': 'P', 'score': 73.45642852783203, 'adminId2': '2783770', 'adminId3': '2800930', 'countryCode': 'BE', 'adminId4': '2785365', 'adminId1': '3337388', 'lat': '51.0656', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VWV', 'adminCode3': '31', 'adminCode1': 'VLG', 'lng': '3.10085', 'geonameId': 2785364, 'toponymName': 'Torhout', 'adminCode4': '31033', 'population': 18933, 'adminName5': '', 'adminName4': 'Torhout', 'adminName3': 'Arrondissement of Bruges', 'alternateNames': [{'name': 'Торхаут', 'lang': 'bg'}, {'name': 'Torhout', 'lang': 'de'}, {'name': 'Torhout', 'lang': 'en'}, {'name': 'Torhout', 'lang': 'eo'}, {'name': 'ترو', 'lang': 'fa'}, {'name': 'Torhout', 'lang': 'fr'}, {'name': 'Turholt', 'lang': 'la'}, {'name': 'http://en.wikipedia.org/wiki/Torhout', 'lang': 'link'}, {'name': 'Torhout', 'lang': 'nl'}, {'name': 'Torhout', 'lang': 'no'}, {'name': '8820', 'lang': 'post'}, {'name': 'Торхоут', 'lang': 'ru'}, {'name': 'TRT', 'lang': 'unlc'}, {'name': 'Toeroet', 'lang': 'vls'}, {'name': '托尔豪特', 'lang': 'zh'}], 'adminName2': 'West Flanders Province', 'name': 'Torhout', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
686,686,51834-2208204,2208204,51834-2208204-defreyne,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne wynendaele""~5","https://www.googleapis.com/books/v1/volumes?q=""defreyne+wynendaele""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,defreyne wynendaele,2.0,defreyne,,per,True,False,,per,defreyne wynendaele,wynendaele,,château de Wynendaele||||http://www.wikidata.org/entity/Q1753166château belge,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.1293965425531796, 'south': 50.96737135124857, 'north': 50.98535864875143, 'west': 3.1008234574468205, 'accuracyLevel': 1}, 'asciiName': 'Wijnendale', 'countryId': '2802361', 'fcl': 'P', 'score': 22.446155548095703, 'adminId2': '2783770', 'adminId3': '2787888', 'countryCode': 'BE', 'adminId4': '2787891', 'adminId1': '3337388', 'lat': '50.97637', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VWV', 'adminCode3': '36', 'adminCode1': 'VLG', 'lng': '3.11511', 'geonameId': 2783681, 'toponymName': 'Wijnendale', 'adminCode4': '36015', 'population': 0, 'adminName5': '', 'adminName4': 'Roeselare', 'adminName3': 'Arrondissement Roeselare', 'adminName2': 'West Flanders Province', 'name': 'Wijnendale', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
687,687,51834-2208204,2208204,51834-2208204-wynendaele,,,,,Section,,,,Belgium,defreyne wynendaele,2.0,wynendaele,True,loc,True,,,loc,defreyne wynendaele,wynendaele,,château de Wynendaele||||http://www.wikidata.org/entity/Q1753166château belge,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.1293965425531796, 'south': 50.96737135124857, 'north': 50.98535864875143, 'west': 3.1008234574468205, 'accuracyLevel': 1}, 'asciiName': 'Wijnendale', 'countryId': '2802361', 'fcl': 'P', 'score': 22.446155548095703, 'adminId2': '2783770', 'adminId3': '2787888', 'countryCode': 'BE', 'adminId4': '2787891', 'adminId1': '3337388', 'lat': '50.97637', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VWV', 'adminCode3': '36', 'adminCode1': 'VLG', 'lng': '3.11511', 'geonameId': 2783681, 'toponymName': 'Wijnendale', 'adminCode4': '36015', 'population': 0, 'adminName5': '', 'adminName4': 'Roeselare', 'adminName3': 'Arrondissement Roeselare', 'adminName2': 'West Flanders Province', 'name': 'Wijnendale', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
688,688,51845-2208485,2208485,51845-2208485-proli,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""proli""~5","https://www.googleapis.com/books/v1/volumes?q=""proli""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,proli,1.0,proli,,per,True,False,,per,proli,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
689,689,51888-2209578,2209578,51888-2209578-berchem,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""berchem coveliers fabrique""~5","https://www.googleapis.com/books/v1/volumes?q=""berchem+coveliers+fabrique""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Berchem,Section,Antwerpen,Antwerpen,Flanders,Belgium,berchem coveliers fabrique,3.0,berchem,True,loc,True,,,loc,berchem coveliers fabrique,berchem,,"Berchem-Sainte-Agathe||||http://www.wikidata.org/entity/Q272272commune de Bruxelles-Capitale, Belgique","{'totalResultsCount': 32, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.309821049033146, 'south': 50.856676009994075, 'north': 50.87466330749693, 'west': 4.281315883339894, 'accuracyLevel': 1}, 'asciiName': 'Berchem-Sainte-Agathe', 'countryId': '2802361', 'fcl': 'P', 'score': 62.92055130004883, 'cc2': 'BE', 'adminId2': '6693370', 'adminId3': '2800865', 'countryCode': 'BE', 'adminId4': '2802248', 'adminId1': '2800867', 'lat': '50.86567', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'BRU', 'adminCode3': '21', 'adminCode1': 'BRU', 'lng': '4.29557', 'geonameId': 2802247, 'toponymName': 'Berchem-Sainte-Agathe', 'adminCode4': '21003', 'population': 0, 'adminName5': '', 'adminName4': 'Sint-Agatha-Berchem', 'adminName3': 'Arrondissement Brussel-Hoofdstad', 'alternateNames': [{'name': 'Синт Агата - Берхем', 'lang': 'bg'}, {'name': 'Berchem-Sainte-Agathe', 'lang': 'ca'}, {'name': 'Berchem-Sainte-Agathe/Sint-Agatha-Berchem', 'lang': 'de'}, {'name': 'Sint-Agatha-Berchem', 'lang': 'en'}, {'name': 'Sint-Agatha-Berchem', 'lang': 'eo'}, {'name': 'Berchem-Sainte-Agathe', 'lang': 'es'}, {'name': 'سینت-آگاتا-برخم', 'lang': 'fa'}, {'name': 'Bruxelles (Berchem-Sainte-Agathe)', 'lang': 'fr'}, {'name': 'Berchem-Sainte-Agathe - Sint-Agatha-Berchem', 'lang': 'id'}, {'name': 'シント＝アガタ＝ベルシェム', 'lang': 'ja'}, {'name': 'Sint-Agatha-Berchem', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Sint-Agatha-Berchem', 'lang': 'link'}, {'name': 'Brussel (Sint-Agatha-Berchem)', 'lang': 'nl'}, {'name': '1082', 'lang': 'post'}, {'name': 'Беркем-Сент-Агат', 'lang': 'ru'}, {'name': 'Беркем-Сент-Агат', 'lang': 'uk'}, {'name': 'BSA', 'lang': 'unlc'}, {'name': '贝尔克姆-圣阿加特', 'lang': 'zh'}], 'adminName2': 'Bruxelles-Capitale', 'name': 'Sint-Agatha-Berchem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Brussels Capital'}]}"
690,690,51888-2209578,2209578,51888-2209578-coveliers,,,False,,,,,,,berchem coveliers fabrique,3.0,coveliers,,per,True,False,,per,berchem coveliers fabrique,berchem,,"Berchem-Sainte-Agathe||||http://www.wikidata.org/entity/Q272272commune de Bruxelles-Capitale, Belgique","{'totalResultsCount': 32, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.309821049033146, 'south': 50.856676009994075, 'north': 50.87466330749693, 'west': 4.281315883339894, 'accuracyLevel': 1}, 'asciiName': 'Berchem-Sainte-Agathe', 'countryId': '2802361', 'fcl': 'P', 'score': 62.92055130004883, 'cc2': 'BE', 'adminId2': '6693370', 'adminId3': '2800865', 'countryCode': 'BE', 'adminId4': '2802248', 'adminId1': '2800867', 'lat': '50.86567', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'BRU', 'adminCode3': '21', 'adminCode1': 'BRU', 'lng': '4.29557', 'geonameId': 2802247, 'toponymName': 'Berchem-Sainte-Agathe', 'adminCode4': '21003', 'population': 0, 'adminName5': '', 'adminName4': 'Sint-Agatha-Berchem', 'adminName3': 'Arrondissement Brussel-Hoofdstad', 'alternateNames': [{'name': 'Синт Агата - Берхем', 'lang': 'bg'}, {'name': 'Berchem-Sainte-Agathe', 'lang': 'ca'}, {'name': 'Berchem-Sainte-Agathe/Sint-Agatha-Berchem', 'lang': 'de'}, {'name': 'Sint-Agatha-Berchem', 'lang': 'en'}, {'name': 'Sint-Agatha-Berchem', 'lang': 'eo'}, {'name': 'Berchem-Sainte-Agathe', 'lang': 'es'}, {'name': 'سینت-آگاتا-برخم', 'lang': 'fa'}, {'name': 'Bruxelles (Berchem-Sainte-Agathe)', 'lang': 'fr'}, {'name': 'Berchem-Sainte-Agathe - Sint-Agatha-Berchem', 'lang': 'id'}, {'name': 'シント＝アガタ＝ベルシェム', 'lang': 'ja'}, {'name': 'Sint-Agatha-Berchem', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Sint-Agatha-Berchem', 'lang': 'link'}, {'name': 'Brussel (Sint-Agatha-Berchem)', 'lang': 'nl'}, {'name': '1082', 'lang': 'post'}, {'name': 'Беркем-Сент-Агат', 'lang': 'ru'}, {'name': 'Беркем-Сент-Агат', 'lang': 'uk'}, {'name': 'BSA', 'lang': 'unlc'}, {'name': '贝尔克姆-圣阿加特', 'lang': 'zh'}], 'adminName2': 'Bruxelles-Capitale', 'name': 'Sint-Agatha-Berchem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Brussels Capital'}]}"
691,691,51923-2210578,2210578,51923-2210578-raviart,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raviart""~5","https://www.googleapis.com/books/v1/volumes?q=""raviart""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,raviart,1.0,raviart,,per,True,False,,per,raviart,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
692,692,51936-2211145,2211145,51936-2211145-ligny,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ligny poison""~5","https://www.googleapis.com/books/v1/volumes?q=""poison+ligny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Ligny,Section,Sombreffe,Namur Province,Wallonia,Belgium,poison ligny,2.0,ligny,True,loc,True,,,loc,poison ligny,ligny,,gare de Ligny||||http://www.wikidata.org/entity/Q971743gare ferroviaire belge,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.59149625729981, 'south': 50.50345043618307, 'north': 50.52143773368593, 'west': 4.56320497561035, 'accuracyLevel': 1}, 'asciiName': 'Ligny', 'countryId': '2802361', 'fcl': 'P', 'score': 46.44007873535156, 'adminId2': '2790469', 'adminId3': '2790470', 'countryCode': 'BE', 'adminId4': '2786391', 'adminId1': '3337387', 'lat': '50.51244', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WNA', 'adminCode3': '92', 'adminCode1': 'WAL', 'lng': '4.57735', 'geonameId': 2792369, 'toponymName': 'Ligny', 'adminCode4': '92114', 'population': 0, 'adminName5': '', 'adminName4': 'Sombreffe', 'adminName3': 'Arrondissement de Namur', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Ligny', 'lang': 'link'}, {'name': '5140', 'lang': 'post'}], 'adminName2': 'Namur Province', 'name': 'Ligny', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
693,693,52045-2212774,2212774,52045-2212774-fulgenzio,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fulgenzio""~5","https://www.googleapis.com/books/v1/volumes?q=""fulgenzio""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,fulgenzio,1.0,fulgenzio,,per,True,False,,per,fulgenzio,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
694,694,52058-2212877,2212877,52058-2212877-crick,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""crick""~5","https://www.googleapis.com/books/v1/volumes?q=""crick""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,crick,1.0,crick,,per_ambig,True,False,,per_ambig,crick,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
695,695,52252-2217460,2217460,,,,,,,,,,,grelle,1.0,,,,,,,,grelle,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
696,696,52270-2218516,2218516,,,,,,,,,,,malinois,1.0,,,,,,,,malinois,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
697,697,52362-2220870,2220870,52362-2220870-stade heysel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""heysel police stade""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+heysel+police""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,Brussels,Brussels Capital,Brusseels Capital,Belgium,stade heysel police,3.0,stade heysel,False,loc,True,False,false,loc,stade heysel police,heysel,,Heysel||||http://www.wikidata.org/entity/Q2192952station du métro de Bruxelles,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.347590987303413, 'south': 50.87433935124857, 'north': 50.89232664875143, 'west': 4.319075012696587, 'accuracyLevel': 1}, 'asciiName': 'Heisel', 'countryId': '2802361', 'fcl': 'P', 'score': 29.254642486572266, 'adminId2': '2796741', 'countryCode': 'BE', 'adminId1': '3337387', 'lat': '50.88333', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode1': 'WAL', 'lng': '4.33333', 'geonameId': 2795774, 'toponymName': 'Heisel', 'population': 0, 'adminName5': '', 'adminName4': '', 'adminName3': '', 'alternateNames': [{'name': 'Heysel', 'lang': 'fr'}, {'name': 'http://en.wikipedia.org/wiki/Heysel_Plateau', 'lang': 'link'}], 'adminName2': 'Hainaut Province', 'name': 'Heisel', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
698,698,52471-2223060,2223060,52471-2223060-transenter,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alccolisme mme transenter""~5","https://www.googleapis.com/books/v1/volumes?q=""mme+transenter+alccolisme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,mme transenter alccolisme,3.0,transenter,,per,True,False,,per,mme transenter alccolisme,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
699,699,52513-2223993,2223993,52513-2223993-hoogendijk,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hoogendijk""~5","https://www.googleapis.com/books/v1/volumes?q=""hoogendijk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,hoogendijk,1.0,hoogendijk,,per,True,False,,per,hoogendijk,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
700,700,52539-2225567,2225567,52539-2225567-rotsaert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""o rotsaert""~5","https://www.googleapis.com/books/v1/volumes?q=""o.+rotsaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,o. rotsaert,2.0,rotsaert,,per,True,False,,per,o. rotsaert,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
701,701,52624-2229092,2229092,52624-2229092-joeph straus,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joeph straus""~5","https://www.googleapis.com/books/v1/volumes?q=""joeph+straus""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,joeph straus,2.0,joeph straus,,per,True,True,,per,joeph straus,,joeph straus,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
702,702,52628-2229093,2229093,52628-2229093-esneux,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""centenaire esneux""~5","https://www.googleapis.com/books/v1/volumes?q=""centenaire+esneux""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Esneux,Commune,Esneux,Liège Province,Wallonia,Belgium,centenaire esneux,2.0,esneux,True,loc,True,,,loc,centenaire esneux,esneux,,"Esneux||||http://www.wikidata.org/entity/Q682271commune de Liège, Belgique","{'totalResultsCount': 21, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 5.591223467004292, 'south': 50.52104820352444, 'north': 50.55087676192917, 'west': 5.544278394567973, 'accuracyLevel': 2}, 'asciiName': 'Esneux', 'countryId': '2802361', 'fcl': 'P', 'score': 64.9057388305664, 'adminId2': '2792411', 'adminId3': '2792412', 'countryCode': 'BE', 'adminId4': '2798637', 'adminId1': '3337387', 'lat': '50.53596', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WLG', 'adminCode3': '62', 'adminCode1': 'WAL', 'lng': '5.56775', 'geonameId': 2798636, 'toponymName': 'Esneux', 'adminCode4': '62032', 'population': 13497, 'adminName5': '', 'adminName4': 'Esneux', 'adminName3': 'Arrondissement of Liège', 'alternateNames': [{'name': 'Еньо', 'lang': 'bg'}, {'name': 'Esneux vald', 'lang': 'et'}, {'name': 'اسنو', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Esneux', 'lang': 'link'}, {'name': '4130', 'lang': 'post'}, {'name': 'Энё', 'lang': 'ru'}, {'name': 'ESX', 'lang': 'unlc'}, {'name': 'Esneu', 'lang': 'wa'}, {'name': '埃斯讷', 'lang': 'zh'}], 'adminName2': 'Liège Province', 'name': 'Esneux', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
703,703,52721-2232719,2232719,52721-2232719-mélidès,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""melides""~5","https://www.googleapis.com/books/v1/volumes?q=""m%C3%A9lid%C3%A8s""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,mélidès,1.0,mélidès,,per,True,False,,per,mélidès,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
704,704,52755-2234369,2234369,,,,,,,,,,,limnimétrie,1.0,,,,,,,,limnimétrie,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
705,705,52797-2236559,2236559,52797-2236559-de coster,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""coster cross de michiels""~5","https://www.googleapis.com/books/v1/volumes?q=""de+coster+michiels+cross""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,de coster michiels cross,4.0,de coster,,per,True,False,,per,de coster michiels cross,,michiels cross,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
706,706,52797-2236559,2236559,52797-2236559-michiels,,,False,,,,,,,de coster michiels cross,4.0,michiels,,per,True,False,?,per,de coster michiels cross,,michiels cross,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
707,707,52846-2237703,2237703,52846-2237703-prusse,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de prusse rue""~5","https://www.googleapis.com/books/v1/volumes?q=""rue+de+prusse""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Germany,rue de prusse,3.0,prusse,,loc,True,,,loc,rue de prusse,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
708,708,53017-2241140,2241140,53017-2241140-kuulkers,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kuulkers""~5","https://www.googleapis.com/books/v1/volumes?q=""kuulkers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,kuulkers,1.0,kuulkers,,per,True,False,,per,kuulkers,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
